Year,RM,Crop,Yield
2013,98,Winter Wheat,72.1
1998,99,Winter Wheat,24.6
1999,99,Winter Wheat,25.0
2000,99,Winter Wheat,22.0
2002,99,Winter Wheat,16.5
2006,99,Winter Wheat,15.0
2011,99,Winter Wheat,16.1
2012,99,Winter Wheat,57.2
2014,99,Winter Wheat,54.01
2016,99,Winter Wheat,50.2
2005,100,Winter Wheat,30.7
2010,100,Winter Wheat,34.9
2011,100,Winter Wheat,46.9
2012,100,Winter Wheat,68.1
2013,100,Winter Wheat,62.4
2014,100,Winter Wheat,70.29
2015,100,Winter Wheat,25.27
2016,100,Winter Wheat,71.9
2017,100,Winter Wheat,37.06
2019,100,Winter Wheat,49.3
2021,100,Winter Wheat,30.0
2022,100,Winter Wheat,60.0
2023,100,Winter Wheat,50.0
2024,100,Winter Wheat,60.0
2025,100,Winter Wheat,20.0
1999,101,Winter Wheat,30.2
2004,101,Winter Wheat,35.0
2008,101,Winter Wheat,30.0
2010,101,Winter Wheat,37.1
2011,101,Winter Wheat,31.6
2012,101,Winter Wheat,36.7
2013,101,Winter Wheat,45.3
2014,101,Winter Wheat,47.26
2015,101,Winter Wheat,32.5
1992,102,Winter Wheat,35.0
1993,102,Winter Wheat,20.0
2005,102,Winter Wheat,40.0
2007,102,Winter Wheat,27.5
2008,102,Winter Wheat,36.7
2009,102,Winter Wheat,50.4
2011,102,Winter Wheat,61.9
2012,102,Winter Wheat,55.0
2013,102,Winter Wheat,39.1
2014,102,Winter Wheat,52.08
2016,102,Winter Wheat,53.7
2025,102,Winter Wheat,29.0
2007,103,Winter Wheat,35.4
2008,103,Winter Wheat,33.0
2009,103,Winter Wheat,42.5
2010,103,Winter Wheat,46.6
2011,103,Winter Wheat,43.6
2012,103,Winter Wheat,47.6
2014,103,Winter Wheat,47.77
2015,103,Winter Wheat,37.5
1994,104,Winter Wheat,38.0
1995,104,Winter Wheat,22.0
1996,104,Winter Wheat,30.0
2008,104,Winter Wheat,34.6
2009,104,Winter Wheat,34.2
2010,104,Winter Wheat,63.2
2012,104,Winter Wheat,52.1
2013,104,Winter Wheat,35.3
2014,104,Winter Wheat,57.83
2015,104,Winter Wheat,40.01
1994,105,Winter Wheat,28.0
1995,105,Winter Wheat,28.0
1996,105,Winter Wheat,25.0
2008,105,Winter Wheat,18.0
2009,105,Winter Wheat,28.0
2010,105,Winter Wheat,44.3
2012,105,Winter Wheat,41.0
2014,105,Winter Wheat,60.0
1992,106,Winter Wheat,20.0
1993,106,Winter Wheat,25.0
1994,106,Winter Wheat,30.0
1995,106,Winter Wheat,20.0
2007,106,Winter Wheat,29.3
2010,106,Winter Wheat,32.9
2012,106,Winter Wheat,52.7
2013,106,Winter Wheat,50.0
2014,106,Winter Wheat,55.63
2016,106,Winter Wheat,58.5
2022,106,Winter Wheat,25.0
1992,107,Winter Wheat,10.0
1993,107,Winter Wheat,10.0
1994,107,Winter Wheat,10.0
1998,107,Winter Wheat,25.0
2010,107,Winter Wheat,30.6
2012,107,Winter Wheat,46.0
2013,107,Winter Wheat,49.5
2019,107,Winter Wheat,39.6
2021,107,Winter Wheat,10.0
2025,107,Winter Wheat,15.0
1993,108,Winter Wheat,25.0
1994,108,Winter Wheat,40.0
1997,108,Winter Wheat,41.0
1998,108,Winter Wheat,27.9
1999,108,Winter Wheat,37.6
2000,108,Winter Wheat,32.5
2001,108,Winter Wheat,16.6
2002,108,Winter Wheat,11.5
2003,108,Winter Wheat,50.0
2004,108,Winter Wheat,47.0
2005,108,Winter Wheat,45.0
2006,108,Winter Wheat,19.0
2007,108,Winter Wheat,31.4
2008,108,Winter Wheat,37.8
2009,108,Winter Wheat,35.6
2010,108,Winter Wheat,48.7
2011,108,Winter Wheat,47.3
2012,108,Winter Wheat,50.6
2013,108,Winter Wheat,45.6
2014,108,Winter Wheat,48.21
2015,108,Winter Wheat,25.0
2016,108,Winter Wheat,44.1
2019,108,Winter Wheat,53.2
2020,108,Winter Wheat,40.0
1992,109,Winter Wheat,40.0
2001,109,Winter Wheat,17.3
2002,109,Winter Wheat,22.5
2003,109,Winter Wheat,42.6
2004,109,Winter Wheat,40.3
2005,109,Winter Wheat,50.0
2006,109,Winter Wheat,30.0
2012,109,Winter Wheat,42.5
2015,109,Winter Wheat,28.99
1993,110,Winter Wheat,30.0
1994,110,Winter Wheat,25.0
1995,110,Winter Wheat,30.0
1996,110,Winter Wheat,30.0
1997,110,Winter Wheat,20.0
1999,110,Winter Wheat,24.5
2001,110,Winter Wheat,7.0
2007,110,Winter Wheat,35.0
2008,110,Winter Wheat,40.0
2009,110,Winter Wheat,40.0
2010,110,Winter Wheat,35.0
2011,110,Winter Wheat,40.0
2012,110,Winter Wheat,25.0
2013,110,Winter Wheat,33.9
2014,110,Winter Wheat,40.0
2015,110,Winter Wheat,30.0
2018,110,Winter Wheat,20.0
2020,110,Winter Wheat,25.0
2021,110,Winter Wheat,10.0
2024,110,Winter Wheat,30.0
2004,111,Winter Wheat,42.5
2005,111,Winter Wheat,43.8
2006,111,Winter Wheat,33.5
2007,111,Winter Wheat,34.7
2008,111,Winter Wheat,20.8
2010,111,Winter Wheat,52.0
2011,111,Winter Wheat,50.1
2014,111,Winter Wheat,18.59
2020,111,Winter Wheat,37.9
2024,111,Winter Wheat,42.9
2025,111,Winter Wheat,29.0
1995,121,Winter Wheat,25.0
1996,121,Winter Wheat,30.0
1997,121,Winter Wheat,30.0
1998,121,Winter Wheat,30.0
1999,121,Winter Wheat,30.0
2000,121,Winter Wheat,52.5
2001,121,Winter Wheat,39.9
2002,121,Winter Wheat,35.0
2003,121,Winter Wheat,40.0
2004,121,Winter Wheat,31.0
2006,121,Winter Wheat,38.0
2007,121,Winter Wheat,40.0
2008,121,Winter Wheat,40.0
2009,121,Winter Wheat,40.0
2012,121,Winter Wheat,72.0
2013,121,Winter Wheat,61.3
2014,121,Winter Wheat,50.96
2015,121,Winter Wheat,59.54
2016,121,Winter Wheat,58.5
2023,121,Winter Wheat,63.3
1993,122,Winter Wheat,20.0
1994,122,Winter Wheat,18.0
1995,122,Winter Wheat,18.0
1998,122,Winter Wheat,32.0
2006,122,Winter Wheat,38.0
2007,122,Winter Wheat,48.0
2008,122,Winter Wheat,40.0
2009,122,Winter Wheat,40.0
2010,122,Winter Wheat,55.5
2011,122,Winter Wheat,34.4
2012,122,Winter Wheat,58.8
2013,122,Winter Wheat,44.6
2014,122,Winter Wheat,45.89
2015,122,Winter Wheat,38.46
2016,122,Winter Wheat,64.7
2017,122,Winter Wheat,43.95
2018,122,Winter Wheat,45.0
2019,122,Winter Wheat,45.0
2020,122,Winter Wheat,49.9
2021,122,Winter Wheat,34.0
2022,122,Winter Wheat,30.0
2023,122,Winter Wheat,48.3
2024,122,Winter Wheat,45.0
2025,122,Winter Wheat,50.0
1992,123,Winter Wheat,30.0
1996,123,Winter Wheat,32.6
1997,123,Winter Wheat,24.5
1998,123,Winter Wheat,47.7
1999,123,Winter Wheat,49.5
2000,123,Winter Wheat,43.0
2001,123,Winter Wheat,44.0
2004,123,Winter Wheat,51.3
2008,123,Winter Wheat,64.3
2009,123,Winter Wheat,43.6
2010,123,Winter Wheat,56.2
2011,123,Winter Wheat,32.3
2012,123,Winter Wheat,59.2
2013,123,Winter Wheat,44.1
2014,123,Winter Wheat,52.22
2015,123,Winter Wheat,47.11
2016,123,Winter Wheat,55.0
2017,123,Winter Wheat,48.8
2020,123,Winter Wheat,66.8
2022,123,Winter Wheat,39.8
1992,124,Winter Wheat,42.0
1993,124,Winter Wheat,33.0
1994,124,Winter Wheat,33.0
1995,124,Winter Wheat,33.0
1996,124,Winter Wheat,33.0
1997,124,Winter Wheat,26.0
1998,124,Winter Wheat,29.7
1999,124,Winter Wheat,35.4
2000,124,Winter Wheat,40.3
2001,124,Winter Wheat,34.2
2002,124,Winter Wheat,29.5
2003,124,Winter Wheat,32.0
2004,124,Winter Wheat,33.8
2005,124,Winter Wheat,30.0
2006,124,Winter Wheat,50.0
2007,124,Winter Wheat,44.5
2008,124,Winter Wheat,49.2
2009,124,Winter Wheat,44.2
2010,124,Winter Wheat,40.3
2011,124,Winter Wheat,29.4
2012,124,Winter Wheat,45.8
2013,124,Winter Wheat,45.3
2014,124,Winter Wheat,41.65
2015,124,Winter Wheat,39.4
2016,124,Winter Wheat,46.4
2017,124,Winter Wheat,39.81
2018,124,Winter Wheat,41.0
2019,124,Winter Wheat,42.0
2020,124,Winter Wheat,42.0
2021,124,Winter Wheat,30.0
2022,124,Winter Wheat,48.0
2023,124,Winter Wheat,38.0
2024,124,Winter Wheat,49.0
2025,124,Winter Wheat,55.0
1993,125,Winter Wheat,35.0
1994,125,Winter Wheat,28.0
1995,125,Winter Wheat,37.5
1996,125,Winter Wheat,34.7
1997,125,Winter Wheat,26.5
1999,125,Winter Wheat,33.5
2000,125,Winter Wheat,34.0
2001,125,Winter Wheat,40.0
2002,125,Winter Wheat,35.0
2003,125,Winter Wheat,45.8
2007,125,Winter Wheat,37.3
2008,125,Winter Wheat,44.3
2009,125,Winter Wheat,35.0
2010,125,Winter Wheat,62.9
2011,125,Winter Wheat,24.9
2012,125,Winter Wheat,49.4
2013,125,Winter Wheat,39.6
2014,125,Winter Wheat,47.95
2015,125,Winter Wheat,50.0
2016,125,Winter Wheat,73.7
2017,125,Winter Wheat,62.09
2018,125,Winter Wheat,60.0
2019,125,Winter Wheat,60.0
2020,125,Winter Wheat,60.0
2021,125,Winter Wheat,50.0
1997,126,Winter Wheat,15.0
2003,126,Winter Wheat,30.0
2004,126,Winter Wheat,27.5
2005,126,Winter Wheat,32.0
2006,126,Winter Wheat,35.0
2007,126,Winter Wheat,35.0
2008,126,Winter Wheat,42.5
2009,126,Winter Wheat,40.1
2011,126,Winter Wheat,26.4
2012,126,Winter Wheat,39.4
2013,126,Winter Wheat,44.8
2014,126,Winter Wheat,61.99
2016,126,Winter Wheat,67.0
2008,127,Winter Wheat,33.2
2009,127,Winter Wheat,39.0
2010,127,Winter Wheat,25.0
2012,127,Winter Wheat,46.9
2013,127,Winter Wheat,61.8
2014,127,Winter Wheat,46.97
2015,127,Winter Wheat,32.42
2016,127,Winter Wheat,63.6
2017,127,Winter Wheat,43.57
2025,127,Winter Wheat,50.0
2006,128,Winter Wheat,46.1
2007,128,Winter Wheat,41.0
2010,128,Winter Wheat,63.5
2011,128,Winter Wheat,28.5
2012,128,Winter Wheat,61.5
2013,128,Winter Wheat,42.1
2014,128,Winter Wheat,58.15
2015,128,Winter Wheat,38.57
2016,128,Winter Wheat,80.2
2017,128,Winter Wheat,36.65
2025,128,Winter Wheat,75.0
1999,129,Winter Wheat,60.0
2005,129,Winter Wheat,53.5
2006,129,Winter Wheat,32.5
2010,129,Winter Wheat,60.0
2011,129,Winter Wheat,40.0
2012,129,Winter Wheat,45.6
2014,129,Winter Wheat,49.52
2016,129,Winter Wheat,43.3
1995,130,Winter Wheat,35.0
1996,130,Winter Wheat,30.0
1997,130,Winter Wheat,29.1
2000,130,Winter Wheat,58.7
2003,130,Winter Wheat,40.0
2010,130,Winter Wheat,41.7
2011,130,Winter Wheat,38.3
2012,130,Winter Wheat,57.8
2013,130,Winter Wheat,41.5
2014,130,Winter Wheat,44.63
2015,130,Winter Wheat,28.34
2016,130,Winter Wheat,76.1
2017,130,Winter Wheat,37.24
2020,130,Winter Wheat,48.3
1995,131,Winter Wheat,29.0
1996,131,Winter Wheat,35.0
1998,131,Winter Wheat,33.0
1999,131,Winter Wheat,38.0
2000,131,Winter Wheat,33.0
2001,131,Winter Wheat,15.0
2004,131,Winter Wheat,28.0
2005,131,Winter Wheat,51.8
2006,131,Winter Wheat,55.0
2007,131,Winter Wheat,40.0
2008,131,Winter Wheat,33.9
2009,131,Winter Wheat,36.5
2010,131,Winter Wheat,52.3
2011,131,Winter Wheat,37.4
2012,131,Winter Wheat,43.5
2013,131,Winter Wheat,45.9
2014,131,Winter Wheat,38.59
2015,131,Winter Wheat,32.43
2016,131,Winter Wheat,64.7
2017,131,Winter Wheat,44.12
2018,131,Winter Wheat,35.0
2020,131,Winter Wheat,55.0
1992,133,Winter Wheat,33.0
1994,133,Winter Wheat,28.0
1995,133,Winter Wheat,30.0
1996,133,Winter Wheat,24.0
1997,133,Winter Wheat,36.5
1998,133,Winter Wheat,30.0
2004,133,Winter Wheat,44.5
2007,133,Winter Wheat,35.5
2011,133,Winter Wheat,30.6
2020,133,Winter Wheat,45.7
1998,134,Winter Wheat,15.0
2004,134,Winter Wheat,32.5
2005,134,Winter Wheat,25.0
2006,134,Winter Wheat,50.0
2007,134,Winter Wheat,25.0
2008,134,Winter Wheat,30.0
2009,134,Winter Wheat,30.0
2010,134,Winter Wheat,51.0
2012,134,Winter Wheat,60.0
2011,135,Winter Wheat,44.0
2013,135,Winter Wheat,54.0
2014,135,Winter Wheat,36.96
2011,136,Winter Wheat,40.0
1992,137,Winter Wheat,25.0
1994,137,Winter Wheat,30.0
1995,137,Winter Wheat,35.0
1996,137,Winter Wheat,25.0
1997,137,Winter Wheat,31.2
1998,137,Winter Wheat,27.0
2005,137,Winter Wheat,44.9
2007,138,Winter Wheat,25.0
2014,138,Winter Wheat,55.0
2016,138,Winter Wheat,74.8
2017,138,Winter Wheat,40.0
2019,138,Winter Wheat,61.4
2021,138,Winter Wheat,21.0
1994,139,Winter Wheat,30.0
1995,139,Winter Wheat,19.0
2006,139,Winter Wheat,27.9
2010,139,Winter Wheat,27.9
2025,139,Winter Wheat,14.0
1992,141,Winter Wheat,26.0
2010,141,Winter Wheat,32.7
2011,141,Winter Wheat,44.3
2012,141,Winter Wheat,40.0
2014,141,Winter Wheat,32.78
2025,141,Winter Wheat,9.0
1992,142,Winter Wheat,20.0
2001,142,Winter Wheat,21.0
2002,142,Winter Wheat,24.2
2003,142,Winter Wheat,35.0
2004,142,Winter Wheat,22.5
2005,142,Winter Wheat,30.0
2006,142,Winter Wheat,38.5
2007,142,Winter Wheat,32.9
2008,142,Winter Wheat,40.6
2009,142,Winter Wheat,32.5
2010,142,Winter Wheat,40.2
2011,142,Winter Wheat,36.4
2012,142,Winter Wheat,30.0
2013,142,Winter Wheat,40.0
2014,142,Winter Wheat,35.49
1994,151,Winter Wheat,40.0
1995,151,Winter Wheat,33.8
1996,151,Winter Wheat,33.8
1997,151,Winter Wheat,27.5
1998,151,Winter Wheat,29.6
1999,151,Winter Wheat,37.5
2000,151,Winter Wheat,42.0
2001,151,Winter Wheat,45.5
2002,151,Winter Wheat,38.9
2003,151,Winter Wheat,30.5
2004,151,Winter Wheat,28.5
2005,151,Winter Wheat,40.0
2006,151,Winter Wheat,37.5
2007,151,Winter Wheat,30.0
2008,151,Winter Wheat,45.0
2009,151,Winter Wheat,20.0
2010,151,Winter Wheat,41.5
2011,151,Winter Wheat,25.5
2012,151,Winter Wheat,54.8
2013,151,Winter Wheat,32.3
2014,151,Winter Wheat,38.26
2015,151,Winter Wheat,30.0
2016,151,Winter Wheat,54.3
2017,151,Winter Wheat,35.0
2018,151,Winter Wheat,40.0
2019,151,Winter Wheat,35.0
2020,151,Winter Wheat,35.0
2021,151,Winter Wheat,30.0
2022,151,Winter Wheat,52.0
2023,151,Winter Wheat,53.2
2024,151,Winter Wheat,76.8
2025,151,Winter Wheat,84.0
1995,152,Winter Wheat,32.5
1996,152,Winter Wheat,40.0
1997,152,Winter Wheat,35.0
2003,152,Winter Wheat,35.0
2013,152,Winter Wheat,41.6
1995,153,Winter Wheat,27.0
1996,153,Winter Wheat,30.0
1997,153,Winter Wheat,21.5
1998,153,Winter Wheat,25.0
1999,153,Winter Wheat,33.5
2000,153,Winter Wheat,41.1
2001,153,Winter Wheat,28.8
2002,153,Winter Wheat,30.0
2003,153,Winter Wheat,21.4
2004,153,Winter Wheat,34.0
2005,153,Winter Wheat,31.4
2006,153,Winter Wheat,50.3
2007,153,Winter Wheat,39.9
2008,153,Winter Wheat,58.7
2009,153,Winter Wheat,48.9
2010,153,Winter Wheat,53.0
2011,153,Winter Wheat,31.8
2012,153,Winter Wheat,48.4
2013,153,Winter Wheat,36.7
2014,153,Winter Wheat,48.64
2015,153,Winter Wheat,48.37
2016,153,Winter Wheat,55.0
2017,153,Winter Wheat,50.8
2023,153,Winter Wheat,52.4
1995,154,Winter Wheat,30.0
1996,154,Winter Wheat,36.9
1997,154,Winter Wheat,24.0
1998,154,Winter Wheat,24.2
1999,154,Winter Wheat,31.0
2000,154,Winter Wheat,37.5
2001,154,Winter Wheat,35.9
2002,154,Winter Wheat,26.1
2003,154,Winter Wheat,18.8
2004,154,Winter Wheat,38.6
2005,154,Winter Wheat,40.5
2006,154,Winter Wheat,35.0
2007,154,Winter Wheat,39.0
2008,154,Winter Wheat,48.2
2010,154,Winter Wheat,57.8
2011,154,Winter Wheat,45.0
2012,154,Winter Wheat,51.9
2013,154,Winter Wheat,47.7
2014,154,Winter Wheat,39.8
2015,154,Winter Wheat,47.56
2016,154,Winter Wheat,47.4
2017,154,Winter Wheat,40.34
2018,154,Winter Wheat,39.5
2019,154,Winter Wheat,61.5
2020,154,Winter Wheat,40.0
2021,154,Winter Wheat,37.0
2022,154,Winter Wheat,50.0
2023,154,Winter Wheat,45.0
2024,154,Winter Wheat,40.0
2025,154,Winter Wheat,60.0
1992,155,Winter Wheat,45.0
1993,155,Winter Wheat,35.0
1994,155,Winter Wheat,30.0
1995,155,Winter Wheat,30.0
1996,155,Winter Wheat,45.0
1998,155,Winter Wheat,35.2
1999,155,Winter Wheat,47.3
2000,155,Winter Wheat,63.3
2001,155,Winter Wheat,36.8
2002,155,Winter Wheat,38.0
2003,155,Winter Wheat,40.2
2004,155,Winter Wheat,39.7
2005,155,Winter Wheat,40.0
2006,155,Winter Wheat,53.1
2007,155,Winter Wheat,47.2
2008,155,Winter Wheat,47.5
2009,155,Winter Wheat,51.0
2010,155,Winter Wheat,59.8
2011,155,Winter Wheat,39.2
2012,155,Winter Wheat,45.4
2013,155,Winter Wheat,54.7
2014,155,Winter Wheat,49.52
2015,155,Winter Wheat,49.93
2016,155,Winter Wheat,60.4
2017,155,Winter Wheat,39.71
2020,155,Winter Wheat,40.0
2021,155,Winter Wheat,50.0
1992,156,Winter Wheat,45.0
1993,156,Winter Wheat,35.0
1995,156,Winter Wheat,35.0
1996,156,Winter Wheat,49.7
1997,156,Winter Wheat,30.0
1998,156,Winter Wheat,39.5
1999,156,Winter Wheat,40.0
2000,156,Winter Wheat,61.4
2001,156,Winter Wheat,26.5
2002,156,Winter Wheat,40.3
2003,156,Winter Wheat,40.6
2004,156,Winter Wheat,35.8
2005,156,Winter Wheat,41.3
2006,156,Winter Wheat,42.5
2007,156,Winter Wheat,45.0
2009,156,Winter Wheat,39.0
2010,156,Winter Wheat,48.0
2012,156,Winter Wheat,39.0
2013,156,Winter Wheat,52.7
2014,156,Winter Wheat,45.5
2015,156,Winter Wheat,42.99
2016,156,Winter Wheat,56.0
2017,156,Winter Wheat,35.0
2019,156,Winter Wheat,35.0
2020,156,Winter Wheat,34.0
2023,156,Winter Wheat,25.0
2024,156,Winter Wheat,45.0
2000,157,Winter Wheat,35.0
2001,157,Winter Wheat,25.0
2002,157,Winter Wheat,30.0
2004,157,Winter Wheat,35.0
2006,157,Winter Wheat,36.9
2011,157,Winter Wheat,47.9
2012,157,Winter Wheat,48.0
2013,157,Winter Wheat,55.7
2014,157,Winter Wheat,50.72
2011,158,Winter Wheat,30.7
2012,158,Winter Wheat,85.5
2013,158,Winter Wheat,56.7
2011,159,Winter Wheat,27.7
2012,159,Winter Wheat,69.0
2013,159,Winter Wheat,59.0
2014,159,Winter Wheat,53.82
2022,159,Winter Wheat,40.6
2008,160,Winter Wheat,32.5
2009,160,Winter Wheat,35.0
2011,160,Winter Wheat,61.9
2012,160,Winter Wheat,63.0
2013,160,Winter Wheat,52.4
2014,160,Winter Wheat,55.44
2015,160,Winter Wheat,33.12
2016,160,Winter Wheat,70.0
1995,161,Winter Wheat,25.0
2007,161,Winter Wheat,45.5
2009,161,Winter Wheat,44.4
2013,161,Winter Wheat,28.9
2015,161,Winter Wheat,21.17
2017,161,Winter Wheat,37.38
2001,163,Winter Wheat,20.0
2004,163,Winter Wheat,53.9
2011,163,Winter Wheat,26.5
2012,163,Winter Wheat,40.0
2013,163,Winter Wheat,34.7
1994,164,Winter Wheat,20.0
1995,164,Winter Wheat,25.0
2004,164,Winter Wheat,48.2
2007,164,Winter Wheat,20.8
2010,164,Winter Wheat,29.4
2011,164,Winter Wheat,25.1
1995,165,Winter Wheat,39.0
1996,165,Winter Wheat,29.0
1997,165,Winter Wheat,15.0
1998,165,Winter Wheat,25.0
1999,165,Winter Wheat,30.0
2000,165,Winter Wheat,25.0
2016,165,Winter Wheat,58.0
2003,166,Winter Wheat,13.0
2004,166,Winter Wheat,32.0
2008,166,Winter Wheat,42.5
2009,166,Winter Wheat,32.5
2010,166,Winter Wheat,50.0
2011,166,Winter Wheat,50.0
2010,167,Winter Wheat,20.0
2013,167,Winter Wheat,39.0
1992,168,Winter Wheat,15.0
1993,168,Winter Wheat,20.0
1994,168,Winter Wheat,20.0
1995,168,Winter Wheat,20.0
1996,168,Winter Wheat,20.0
2002,168,Winter Wheat,20.0
2009,168,Winter Wheat,33.5
2010,168,Winter Wheat,30.7
2011,168,Winter Wheat,42.6
2012,168,Winter Wheat,35.8
2013,168,Winter Wheat,47.6
2014,168,Winter Wheat,39.75
2016,168,Winter Wheat,62.7
2017,168,Winter Wheat,25.0
2018,168,Winter Wheat,15.0
2019,168,Winter Wheat,25.0
2020,168,Winter Wheat,30.0
2021,168,Winter Wheat,12.0
2022,168,Winter Wheat,15.0
2023,168,Winter Wheat,8.0
2024,168,Winter Wheat,25.0
1994,169,Winter Wheat,25.0
1996,169,Winter Wheat,35.0
1997,169,Winter Wheat,38.0
2000,169,Winter Wheat,30.0
2006,169,Winter Wheat,20.0
2009,169,Winter Wheat,34.9
2010,169,Winter Wheat,40.0
2010,171,Winter Wheat,43.8
2011,171,Winter Wheat,47.1
2025,171,Winter Wheat,20.0
1992,181,Winter Wheat,25.0
1993,181,Winter Wheat,20.0
1995,181,Winter Wheat,30.0
1996,181,Winter Wheat,35.0
1998,181,Winter Wheat,30.0
2012,181,Winter Wheat,39.0
2014,181,Winter Wheat,37.92
2015,181,Winter Wheat,53.98
2022,181,Winter Wheat,40.0
2023,181,Winter Wheat,35.0
1999,183,Winter Wheat,45.0
2000,183,Winter Wheat,50.0
2006,183,Winter Wheat,42.5
2007,183,Winter Wheat,44.7
2008,183,Winter Wheat,55.3
2009,183,Winter Wheat,40.0
2010,183,Winter Wheat,43.2
2011,183,Winter Wheat,34.1
2012,183,Winter Wheat,44.7
2013,183,Winter Wheat,37.5
2014,183,Winter Wheat,44.25
2015,183,Winter Wheat,41.84
2016,183,Winter Wheat,39.2
2017,183,Winter Wheat,46.54
2018,183,Winter Wheat,40.0
2020,183,Winter Wheat,50.0
2021,183,Winter Wheat,30.0
2022,183,Winter Wheat,70.0
2023,183,Winter Wheat,55.0
2024,183,Winter Wheat,70.0
2025,183,Winter Wheat,65.0
1996,184,Winter Wheat,30.0
1998,184,Winter Wheat,30.0
1999,184,Winter Wheat,44.2
2001,184,Winter Wheat,42.1
2002,184,Winter Wheat,38.6
2003,184,Winter Wheat,30.0
2004,184,Winter Wheat,41.0
2005,184,Winter Wheat,46.5
2008,184,Winter Wheat,65.0
2010,184,Winter Wheat,40.9
2011,184,Winter Wheat,33.1
2012,184,Winter Wheat,33.1
2013,184,Winter Wheat,42.8
2016,184,Winter Wheat,44.7
2017,184,Winter Wheat,48.31
1998,185,Winter Wheat,35.0
1999,185,Winter Wheat,40.0
2000,185,Winter Wheat,47.1
2001,185,Winter Wheat,35.0
2002,185,Winter Wheat,31.1
2003,185,Winter Wheat,23.0
2004,185,Winter Wheat,35.0
2005,185,Winter Wheat,43.8
2006,185,Winter Wheat,55.3
2007,185,Winter Wheat,47.3
2008,185,Winter Wheat,48.6
2009,185,Winter Wheat,44.4
2010,185,Winter Wheat,47.2
2011,185,Winter Wheat,52.4
2012,185,Winter Wheat,41.1
2013,185,Winter Wheat,57.3
2014,185,Winter Wheat,22.88
2015,185,Winter Wheat,52.31
2016,185,Winter Wheat,62.2
2017,185,Winter Wheat,42.7
1992,186,Winter Wheat,35.0
1995,186,Winter Wheat,45.0
1996,186,Winter Wheat,45.0
2000,186,Winter Wheat,47.5
2001,186,Winter Wheat,37.5
2002,186,Winter Wheat,34.5
2003,186,Winter Wheat,40.0
2004,186,Winter Wheat,40.0
2005,186,Winter Wheat,40.0
2006,186,Winter Wheat,50.0
2007,186,Winter Wheat,50.0
2008,186,Winter Wheat,57.5
2009,186,Winter Wheat,30.1
2010,186,Winter Wheat,61.8
2011,186,Winter Wheat,62.5
2012,186,Winter Wheat,51.3
2013,186,Winter Wheat,58.3
2024,186,Winter Wheat,50.0
2025,186,Winter Wheat,50.0
1992,187,Winter Wheat,40.0
1993,187,Winter Wheat,40.0
1994,187,Winter Wheat,35.0
1995,187,Winter Wheat,35.0
1996,187,Winter Wheat,40.0
1997,187,Winter Wheat,35.0
1998,187,Winter Wheat,44.5
1999,187,Winter Wheat,50.0
2000,187,Winter Wheat,50.0
2001,187,Winter Wheat,40.0
2002,187,Winter Wheat,25.0
2003,187,Winter Wheat,35.0
2004,187,Winter Wheat,32.5
2005,187,Winter Wheat,45.0
2006,187,Winter Wheat,40.0
2007,187,Winter Wheat,50.0
2013,187,Winter Wheat,42.0
2014,187,Winter Wheat,50.01
2001,189,Winter Wheat,22.0
2003,189,Winter Wheat,30.0
2004,189,Winter Wheat,42.5
2005,189,Winter Wheat,45.0
2006,189,Winter Wheat,50.0
2007,189,Winter Wheat,35.0
2008,189,Winter Wheat,40.0
2010,189,Winter Wheat,48.9
2013,189,Winter Wheat,80.0
2000,190,Winter Wheat,35.0
2001,190,Winter Wheat,15.5
2002,190,Winter Wheat,10.0
2003,190,Winter Wheat,15.0
2004,190,Winter Wheat,30.5
2005,190,Winter Wheat,23.5
2006,190,Winter Wheat,27.5
2007,190,Winter Wheat,21.5
2008,190,Winter Wheat,30.0
2009,190,Winter Wheat,23.0
2010,190,Winter Wheat,62.1
2011,190,Winter Wheat,28.5
2013,190,Winter Wheat,25.0
1995,191,Winter Wheat,25.0
1996,191,Winter Wheat,17.5
2002,191,Winter Wheat,25.0
2006,191,Winter Wheat,55.0
2007,191,Winter Wheat,35.0
2009,191,Winter Wheat,35.8
2012,191,Winter Wheat,64.0
2013,191,Winter Wheat,53.3
1995,193,Winter Wheat,15.0
2005,193,Winter Wheat,26.0
2007,193,Winter Wheat,31.7
2008,193,Winter Wheat,35.3
2009,193,Winter Wheat,33.0
2010,193,Winter Wheat,39.8
2011,193,Winter Wheat,42.1
2012,193,Winter Wheat,32.5
2013,193,Winter Wheat,38.0
2014,193,Winter Wheat,38.0
2015,193,Winter Wheat,25.0
2016,193,Winter Wheat,40.0
2017,193,Winter Wheat,45.0
2018,193,Winter Wheat,32.0
2024,193,Winter Wheat,55.0
2025,193,Winter Wheat,32.0
2001,194,Winter Wheat,20.0
2002,194,Winter Wheat,15.0
2004,194,Winter Wheat,25.0
2005,194,Winter Wheat,25.0
2006,194,Winter Wheat,30.0
2007,194,Winter Wheat,24.9
2008,194,Winter Wheat,29.3
2009,194,Winter Wheat,30.0
2010,194,Winter Wheat,39.5
2011,194,Winter Wheat,37.8
2012,194,Winter Wheat,45.0
2013,194,Winter Wheat,33.0
2014,194,Winter Wheat,46.0
1992,211,Winter Wheat,35.0
1995,211,Winter Wheat,32.0
1996,211,Winter Wheat,40.0
1998,211,Winter Wheat,30.0
1999,211,Winter Wheat,44.0
2000,211,Winter Wheat,42.5
2001,211,Winter Wheat,40.3
